% Model:              fick_darcy_comb_zaloha1_032025_small_dt.mph
% Version:            COMSOL 6.2.0.658
% Date:               Jun 10 2025, 20:41
% Table:              Table 3 - Volume Average 2
% Time (s)                                        c_b+(c_w/rho_0) (1)                               c_b+(c_w/rho_0) (1)                               c_b+(c_w/rho_0) (1)                               c_b+(c_w/rho_0) (1)
87600                                             0.3884295949425761                                0.3922516183110937                                0.3925500414939499                                0.39560901814609917
88200                                             0.3884817061877977                                0.39230538683925675                               0.39260590388650385                               0.39567258062833754
88800                                             0.38852612713901863                               0.39235915536743127                               0.3926617662790782                                0.3957361431105785
89400                                             0.3885693413940103                                0.39241292389561205                               0.3927176286716396                                0.39579970559280964
90000                                             0.3886125556489787                                0.39246669242376947                               0.39277349106420334                               0.395863268075057
90600                                             0.38865576990396167                               0.39252046095194054                               0.3928293534567614                                0.39592683055730993
91200                                             0.388698984158959                                 0.39257422948011617                               0.39288521584932806                               0.39599039303955835
91800                                             0.3887421984139382                                0.39262799800828385                               0.392941078241887                                 0.3960539555218036
92400                                             0.38878541266891214                               0.39268176653643927                               0.3929969406344512                                0.39611751800405576
93000                                             0.38882862692389103                               0.39273553506463                                  0.3930528030270082                                0.3961810804862937
93600                                             0.38887184117888424                               0.39278930359281483                               0.3931086654195695                                0.39624464296851947
94200                                             0.38891505543384713                               0.39284307212096836                               0.3931645278121371                                0.39630820545080325
94800                                             0.3889582696888284                                0.3928968406491269                                0.39322039020471466                               0.3963717679330428
95400                                             0.38900148394381334                               0.39295060917730656                               0.3932762525972668                                0.39643533041528795
96000                                             0.3890446981987982                                0.3930043777054779                                0.3933321149898388                                0.3964988928975223
96600                                             0.3890879124537783                                0.39305814623367524                               0.39338797738241005                               0.3965624553797676
97200                                             0.38913112670875866                               0.3931119147618312                                0.39344383977496705                               0.3966260178620072
97800                                             0.38917434096372594                               0.39316568328999246                               0.3934997021675203                                0.39668958034424984
98400                                             0.38921755521872103                               0.39321945181816                                  0.3935555645600913                                0.39675314282649604
99000                                             0.3892607694736858                                0.39327322034632856                               0.39361142695266516                               0.3968167053087472
99600                                             0.3893039837286596                                0.39332698887450107                               0.39366728934521905                               0.39688026779098684
100200                                            0.3893471979836509                                0.39338075740267764                               0.39372315173777434                               0.3969438302732278
100800                                            0.38939041223862614                               0.39343452593084166                               0.3937790141303305                                0.3970073927554793
101400                                            0.38943362649361735                               0.3934882944590156                                0.39383487652291355                               0.3970709552377194
102000                                            0.38947684074860073                               0.39354206298718075                               0.39389073891547266                               0.3971345177199696
102600                                            0.38952005500357134                               0.3935958315153609                                0.393946601308027                                 0.39719808020221803
103200                                            0.38956326925854723                               0.39364960004353133                               0.3940024637005972                                0.3972616426844347
103800                                            0.38960648351353355                               0.3937033685717015                                0.3940583260931515                                0.3973252051666899
104400                                            0.38964969776848773                               0.39375713709988636                               0.39411418848572527                               0.3973887676489597
105000                                            0.38969291202348816                               0.3938109056280489                                0.3941700508782857                                0.39745233013119136
105600                                            0.38973612627846776                               0.39386467415621695                               0.394225913270835                                 0.3975158926134263
106200                                            0.38977934053344504                               0.393918442684381                                 0.3942817756634039                                0.3975794550956874
106800                                            0.38982255478843336                               0.3939722112125482                                0.3943376380559598                                0.3976430175779349
107400                                            0.3898657690434013                                0.39402597974072967                               0.3943935004485275                                0.39770658006016435
108000                                            0.3899089832983832                                0.39407974826888825                               0.3944493628410871                                0.3977701425424114
108600                                            0.38995219755337746                               0.3941335167970644                                0.39450522523364817                               0.3978337050246593
109200                                            0.3899954118083432                                0.39418728532524067                               0.39456108762622105                               0.39789726750689763
109800                                            0.39003862606332096                               0.3942410538534144                                0.39461695001878566                               0.39796082998916066
110400                                            0.39008184031831533                               0.39429482238160346                               0.3946728124113392                                0.3980228794264107
111000                                            0.39012505457328195                               0.3943485909097382                                0.39472585765402696                               0.39807930655868495
111600                                            0.39016826882827627                               0.39440235943793345                               0.3947753275568781                                0.39813573369095817
112200                                            0.39021148308324105                               0.3944561279661009                                0.39482479745974963                               0.3981921608232503
112800                                            0.3902546973382312                                0.3945098964942705                                0.39487426736259285                               0.3982485879555313
113400                                            0.3902979115932077                                0.3945636650224397                                0.3949237372654437                                0.3983050150877888
114000                                            0.3903411258481866                                0.3946174335506082                                0.39497320716832035                               0.39836144222008496
114600                                            0.39038434010314654                               0.39467120207878453                               0.3950226770711571                                0.398417869352357
115200                                            0.3904275543581533                                0.3947249706069431                                0.3950721469740156                                0.3984742964846479
115800                                            0.3904707686131208                                0.39477873913510836                               0.39512161687686487                               0.3985307236169334
116400                                            0.3905139828681233                                0.39483250766329653                               0.3951710867797358                                0.39858715074918954
117000                                            0.3905571971230918                                0.3948862761914432                                0.3952205566825674                                0.3986435778814925
117600                                            0.39060041137806684                               0.39493785292720524                               0.395270026585421                                 0.3987000050137561
118200                                            0.3906436256330233                                0.394985448095914                                 0.39531949648828707                               0.39875643214603207
118800                                            0.39068683988802944                               0.3950330432645884                                0.395368966391119                                 0.3988128592783124
119400                                            0.39073005414300194                               0.3950806384332945                                0.3954184362939944                                0.3988692864105841
120000                                            0.3907732683979893                                0.3951282336019866                                0.3954679061968646                                0.3989257135428757
120600                                            0.39081648265297847                               0.3951758287706669                                0.39551737609971427                               0.39898214067514914
121200                                            0.39085969690795724                               0.3952234239393673                                0.3955668460025566                                0.3990385678074217
121800                                            0.39090291116294357                               0.3952710191080719                                0.39561631590540197                               0.39909499493970113
122400                                            0.3909461254179102                                0.3953186142767619                                0.39566578580826606                               0.39915142207198817
123000                                            0.3909893396728666                                0.39536620944544615                               0.3957152557111248                                0.39920784920427277
